Team,Rating,Games,FirstLeague,FirstTier,FirstMatchDate,EntryRating,IsSeed,Pass,EntryMode,BaseK,NewK,NewGames,SeedModel,RetroGamesN
Wolfsberger AC,2482,487,Austrian Bundesliga,1,2012-08-04,2456.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Standard Liège,2482,211,Belgian Pro League,1,2018-07-27,2558.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dijon,2482,332,Ligue 2,2,2014-08-01,2546.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Stoke City,2482,1208,Division 2,3,1998-08-07,2345.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bolton Wanderers,2481,1248,Premier League,1,1995-08-19,2686,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bastia,2480,274,Ligue 1,1,2014-08-09,2656.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SC Magna Wiener Neustadt,2480,36,Austrian Bundesliga,1,2010-08-01,2472.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Lugano,2480,184,Swiss Super League,1,2018-08-04,2432.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CD Tondela,2479,170,Primeira Liga,1,2018-08-11,2538.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Greuther Fürth,2478,453,Bundesliga,1,2012-08-25,2572.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Quevilly-Rouen,2477,152,Ligue 2,2,2017-08-04,2447.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CF Estrela da Amadora,2477,102,Primeira Liga,1,2023-08-13,2525.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Salernitana,2477,394,Serie B,2,2015-09-06,2479.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Spezia,2477,519,Serie B,2,2013-08-24,2497.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lugo,2476,462,Segunda División,2,2012-08-18,2561.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KVC Westerlo,2474,95,Belgian Pro League,1,2023-08-06,2464.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Évian,2474,76,Ligue 1,1,2014-08-09,2589.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KV Oostende,2473,99,Belgian Pro League,1,2018-08-05,2391.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reggina,2472,157,Serie B,2,2013-08-23,2361.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Brescia,2472,481,Serie B,2,2013-08-24,2473.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Emmen,2471,128,Eredivisie,1,2018-08-12,2496.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Avellino,2470,244,Serie B,2,2013-08-24,2505.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aalen,2470,102,2. Bundesliga,2,2012-08-05,2505,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Racing Ferrol,2469,84,Segunda División,2,2023-08-12,2547.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ascoli,2469,355,Serie B,2,2015-09-12,2438.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Blau Weiß Linz,2467,64,Austrian Bundesliga,1,2023-08-06,2464.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cesena,2467,281,Serie B,2,2013-08-26,2550.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Carrarese,2466,69,Serie B,2,2024-08-18,2482.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Çaykur Rizespor,2464,193,Süper Lig,1,2018-08-11,2440.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Atiker Konyaspor,2463,34,Süper Lig,1,2018-08-12,2462.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC St. Gallen,2463,220,Swiss Super League,1,2014-07-19,2414.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sevilla Atlético,2462,84,Segunda División,2,2016-08-21,2509.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kasımpaşa SK,2461,193,Süper Lig,1,2018-08-11,2382.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Lausanne-Sport,2458,112,Swiss Super League,1,2020-09-20,2430.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
AVS,2458,68,Primeira Liga,1,2024-08-10,2441,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Perugia,2458,326,Serie B,2,2014-08-29,2522.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Benevento,2458,278,Serie B,2,2016-08-27,2528.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Chambly,2456,66,Ligue 2,2,2019-07-26,2477.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Falkirk FC,2455,11,Scottish Premiership,1,2025-08-03,2448.3,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wycombe Wanderers,2454,1260,Division 2,3,1998-08-07,2365.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eintracht Braunschweig,2454,351,2. Bundesliga,2,2012-08-05,2545,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SK Dnipro-1,2454,30,Ukrainian Premier League,1,2023-08-06,2429.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Konyaspor,2453,159,Süper Lig,1,2019-08-18,2443.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kayserispor,2453,192,Süper Lig,1,2018-08-13,2386.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Oud-Heverlee Leuven,2452,129,Belgian Pro League,1,2020-08-10,2429.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Polissya Zhytomyr,2451,60,Ukrainian Premier League,1,2023-07-28,2439.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ternana,2451,326,Serie B,2,2013-08-24,2471.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Novara,2451,173,Serie B,2,2013-08-24,2407.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Mantova,2450,69,Serie B,2,2024-08-18,2442.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
MSV Duisburg,2449,136,2. Bundesliga,2,2012-08-05,2465.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Nîmes,2449,332,Ligue 2,2,2014-08-01,2441.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
1860 Munich,2449,170,2. Bundesliga,2,2012-08-04,2532.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Zürich,2448,220,Swiss Super League,1,2014-08-03,2447.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Béziers,2448,38,Ligue 2,2,2018-07-27,2460.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sampdoria,2447,488,Serie A,1,2013-08-24,2681.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SPAL,2447,270,Serie B,2,2016-08-27,2563.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cercle Brugge,2447,187,Belgian Pro League,1,2018-08-04,2364.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kryvbas Kryvyi Rih,2446,60,Ukrainian Premier League,1,2023-08-06,2447.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lorca,2445,42,Segunda División,2,2017-08-18,2472.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cartagena,2445,209,Segunda División,2,2020-09-13,2550.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ulm,2444,34,2. Bundesliga,2,2024-08-04,2457,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kocaelispor,2444,11,Süper Lig,1,2025-08-11,2451.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
De Graafschap,2444,34,Eredivisie,1,2018-08-12,2471.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bari,2444,366,Serie B,2,2013-08-23,2537.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Volendam,2442,102,Eredivisie,1,2022-08-07,2477.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
RKC Waalwijk,2442,196,Eredivisie,1,2019-08-03,2466.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dundee United,2441,81,Scottish Premiership,1,2020-08-01,2452,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boulogne,2441,13,Ligue 2,2,2025-08-15,2463.2,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Hansa Rostock,2440,102,2. Bundesliga,2,2021-08-15,2484.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Boavista FC,2439,68,Primeira Liga,1,2023-08-14,2491.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bodrum FK,2439,35,Süper Lig,1,2024-08-12,2448,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
NAC Breda,2439,101,Eredivisie,1,2018-08-12,2479.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pro Vercelli,2438,168,Serie B,2,2014-08-30,2443.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sivasspor,2438,185,Süper Lig,1,2018-08-11,2519,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Martigues,2437,34,Ligue 2,2,2024-08-19,2454.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Antalyaspor,2437,193,Süper Lig,1,2018-08-13,2402.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
ADO Den Haag,2434,94,Eredivisie,1,2018-08-12,2508.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Eyüpspor,2434,47,Süper Lig,1,2024-08-11,2443.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Virtus Lanciano,2433,128,Serie B,2,2013-08-24,2509.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FSV Frankfurt,2433,136,2. Bundesliga,2,2012-08-05,2514.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Thun,2433,108,Swiss Super League,1,2014-08-02,2462.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Gazélec Ajaccio,2433,190,Ligue 2,2,2014-08-01,2554.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SV Ried,2431,383,Austrian Bundesliga,1,2010-08-08,2539.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SV Grödig,2431,108,Austrian Bundesliga,1,2013-08-03,2502.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SCR Altach,2430,401,Austrian Bundesliga,1,2014-08-02,2503.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
St. Mirren FC,2430,182,Scottish Premiership,1,2018-08-04,2323.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Lincoln City,2430,1261,Division 2,3,1998-08-07,2298.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SV Mattersburg,2430,281,Austrian Bundesliga,1,2010-08-07,2395.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Erzgebirge Aue,2429,306,2. Bundesliga,2,2012-08-03,2459.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Sandhausen,2429,374,2. Bundesliga,2,2012-08-05,2462.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Almere City FC,2428,68,Eredivisie,1,2023-08-13,2433.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Grazer AK,2427,64,Austrian Bundesliga,1,2024-08-02,2424.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Concarneau,2427,38,Ligue 2,2,2023-08-05,2444.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Athletic Club B,2427,42,Segunda División,2,2015-08-24,2457.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cittadella,2426,447,Serie B,2,2013-08-24,2443.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Luzern,2426,220,Swiss Super League,1,2014-08-03,2444,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Hradec Králové,2426,69,Czech First League,1,2023-07-22,2417.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Reggiana,2425,145,Serie B,2,2020-09-27,2429.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Osnabrück,2425,102,2. Bundesliga,2,2019-08-02,2495.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Latina,2425,172,Serie B,2,2013-08-24,2511.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KSV Superfund,2424,36,Austrian Bundesliga,1,2010-08-07,2430.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Vicenza,2424,206,Serie B,2,2014-09-07,2552.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Dynamo Dresden,2424,249,2. Bundesliga,2,2012-08-04,2480.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Royal Excel Mouscron,2423,93,Belgian Pro League,1,2018-08-05,2495.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Motherwell FC,2423,182,Scottish Premiership,1,2018-08-05,2469.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Padova,2423,109,Serie B,2,2013-08-24,2412,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Sion,2422,182,Swiss Super League,1,2014-08-02,2423.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SBV Vitesse,2422,34,Eredivisie,1,2023-08-11,2454.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bursaspor,2421,34,Süper Lig,1,2018-08-11,2431.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Huddersfield Town,2420,1259,Division 1,2,1998-08-07,2564.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Karpaty Lviv,2419,30,Ukrainian Premier League,1,2024-08-03,2407.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Slovan Liberec,2418,133,Czech First League,1,2018-08-04,2416.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bourg-Péronnas,2418,114,Ligue 2,2,2015-07-31,2461.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
VVV-Venlo,2418,94,Eredivisie,1,2018-08-11,2490,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
WSG Tirol,2418,227,Austrian Bundesliga,1,2019-08-03,2435.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Wehen Wiesbaden,2418,68,2. Bundesliga,2,2019-08-04,2472.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Caen,2417,404,Ligue 1,1,2014-08-09,2688.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Valenciennes,2417,370,Ligue 2,2,2014-08-01,2466.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pescara,2417,362,Serie B,2,2013-08-24,2452,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Nancy,2417,307,Ligue 2,2,2014-08-01,2564.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
KV Kortrijk,2416,165,Belgian Pro League,1,2018-08-04,2451.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Jahn Regensburg,2415,272,2. Bundesliga,2,2012-08-04,2423.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SK Austria Klagenfurt,2415,128,Austrian Bundesliga,1,2021-08-07,2501.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FCV Dender EH,2414,55,Belgian Pro League,1,2024-08-04,2418.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CD Feirense,2413,34,Primeira Liga,1,2018-08-12,2462.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Créteil,2413,76,Ligue 2,2,2014-08-01,2496.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Carpi,2413,247,Serie B,2,2013-08-24,2501.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Aberdeen FC,2412,182,Scottish Premiership,1,2018-08-05,2506.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Cosenza,2412,268,Serie B,2,2018-08-26,2470,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Plymouth Argyle,2407,1263,Division 3,4,1998-08-07,2132.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Orléans,2407,180,Ligue 2,2,2014-08-02,2415.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Energie Cottbus,2406,68,2. Bundesliga,2,2012-08-03,2442.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Heracles Almelo,2406,230,Eredivisie,1,2018-08-11,2562.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Willem II Tilburg,2405,34,Eredivisie,1,2024-08-10,2444.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Admira Wacker,2405,344,Austrian Bundesliga,1,2012-08-05,2430.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Crotone,2405,353,Serie B,2,2013-08-24,2479.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
SC Cambuur,2405,68,Eredivisie,1,2021-08-15,2465.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
CD Aves,2404,68,Primeira Liga,1,2018-08-11,2460.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Ingolstadt,2404,272,2. Bundesliga,2,2012-08-03,2485,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Barnsley,2403,1307,Premier League,1,1997-08-09,2648.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Yeni Malatyaspor,2403,108,Süper Lig,1,2018-08-12,2464.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Levadiakos,2402,75,Super League Greece,1,2018-08-26,2325.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Austria Lustenau,2402,67,Austrian Bundesliga,1,2022-08-07,2391.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Bury,2400,92,Division 1,2,1998-08-07,2503.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Feralpisalò,2399,38,Serie B,2,2023-08-20,2420.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rukh Lviv,2398,60,Ukrainian Premier League,1,2023-08-06,2401.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
FC Winterthur,2397,76,Swiss Super League,1,2023-07-22,2384.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Xerez,2396,42,Segunda División,2,2012-08-18,2428.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Pendikspor,2395,38,Süper Lig,1,2023-08-12,2416.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
MKE Ankaragücü,2394,146,Süper Lig,1,2018-08-10,2381.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Kilmarnock FC,2394,183,Scottish Premiership,1,2018-08-04,2470.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Rotherham United,2394,1259,Division 3,4,1998-08-07,2185.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Würzburger Kickers,2393,68,2. Bundesliga,2,2016-08-07,2403.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Varese,2391,86,Serie B,2,2013-08-26,2432.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Niort,2389,332,Ligue 2,2,2014-08-01,2481.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
Alessandria,2389,38,Serie B,2,2021-08-22,2411.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,20,20,100,CountrySpecific_Tier1AndTier2,50
